"paperID","title","year","abstract","link"
"9b33fe01d9309e2b3cbc0ba4c009749ffa95638e","Update Breast Cancer 2022 Part 6 – Advanced-Stage Breast Cancer","2022","Abstract Large-scale study programs on CDK4/6 inhibitors, targeted therapies, and antibody–drug conjugates launched in recent years have yielded results from current studies which are now being published in journals and presented at international conferences. In this context, new results are available from the major CDK4/6 inhibitor studies. Also, an increasing amount of data is being published from large-scale genomic studies on efficacy and resistance mechanisms in patients treated with CDK4/6 inhibitors. These results now form the basis for further research plans to investigate combination therapies and treatment sequencing. Based on the latest published results, sacituzumab govitecan is now available as a second antibody–drug conjugate; this brings an advantage in terms of overall survival for patients with hormone receptor-positive (HRpos)/HER2-negative (HER2neg) breast cancer. In this review article, we summarize the latest developments and place them in context according to the current status of research. Zusammenfassung Die in den letzten Jahren begonnenen großen Studienprogramme zu den CDK4/6-Inhibitoren, den zielgerichteten Therapien und den Antikörper-Medikament-Konjugaten resultieren in Ergebnisse, die von aktuellen Studien auf internationalen Kongressen und Fachzeitschriften veröffentlicht werden. In diesem Zusammenhang sind neue Ergebnisse der großen CDK4/6-Inhibitor-Studien verfügbar. Auch werden zunehmend Daten von großen genomischen Studien zu Effektivitäts- und Resistenzmechanismen für Patientinnen, die mit CDK4/6-Inhibitoren behandelt worden sind, veröffentlicht. Basierend auf diesen Ergebnissen sollten nicht zuletzt Studien in Bezug auf Kombinationspartner und Therapiesequenzen geplant werden. Mit Sacituzumab Govitecan ist aufgrund neuester Veröffentlichungen nun ein zweites Antikörper-Medikament-Konjugat vorhanden, das bei hormonrezeptorpositiven (HRpos)/HER2-negativen (HER2neg) Patientinnen einen Gesamtüberlebensvorteil mit sich bringt. Diese Übersichtsarbeit fasst die neuesten Entwicklungen zusammen und ordnet sie in den aktuellen Forschungsstand ein.","http://www.thieme-connect.de/products/ejournals/pdf/10.1055/a-2018-9184.pdf"
"a4db231dd5e4e16aa3b2fb5c92dbfaedf310e5f7","Non-Small-Cell Lung Cancer in 2022: A Review for General Practitioners in Oncology","2022","Lung cancer is the leading cause of cancer death in Canada and a significant cause of morbidity for patients and their loved ones. There have been rapid advances in preventing, screening and treating this disease. Here, we present a contemporary review of treatment of non-small cell lung cancer in Canada based on current best practices. The focus of this review is to highlight recent data in screening for lung cancer, management of patients with early and locally-advanced non-small cell lung cancer, as well as management of patients with metastatic disease. There is a special focus on the incorporation of immunotherapy into practice and its associated toxicities.","https://www.mdpi.com/1718-7729/29/3/150/pdf?version=1646819166"
"9e19d212f9724aa9c62ad8525ac0a07741e59c72","Chinese Society of Clinical Oncology Breast Cancer (CSCO BC) guidelines in 2022: stratification and classification","2022","In April 2017, the first edition Chinese Society of Clinical Oncology Breast Cancer (CSCO BC) guidelines were released. These guidelines were based on medical evidence, as well as the accessibility and cost effectiveness of various anticancer drugs in China. The CSCO BC guidelines include regimens with a high level of evidence, good product accessibility and high consistent consensus among Chinese experts as level I recommendations. Regimens with a high level of evidence but poor product accessibility or expert consensus are included as level II recommendations. Regimens that are clinically appli-cable but have a low evidence level are included as level III recommendations. The CSCO BC guidelines with these hierarchical recommendations have been widely accepted and are updated once annually according to the latest research pro-gress in China and other countries. more reasonable than by The 2022 CSCO BC guidelines have been updated according to the con-cept of classification and stratification treatment of breast cancer 1 . Here, we discuss the major updates included in the 2022 CSCO BC guidelines.","https://www.cancerbiomed.org/content/cbm/19/6/769.full.pdf"
"d504748357ce4d7cb1970be7b09e0820e9735933","2022 Chinese national clinical practice guideline on Helicobacter pylori eradication treatment","2022","Abstract Background: Helicobacter pylori (H. pylori) infection is an infectious disease with a prevalence rate of up to 50% worldwide. It can cause indigestion, gastritis, peptic ulcer, and gastric cancer. H. pylori eradication treatment can effectively control disease progression and reduce the risk of the above conditions. However, the escalating trend of antibiotic resistance presents a global challenge for H. pylori eradication. We aim to provide guidance on pharmacological treatment of H. pylori infection. Methods: This clinical practice guideline is developed following the World Health Organization's recommended process, adopting Grading of Recommendations Assessment, Development and Evaluation in assessing evidence quality, and utilizing Evidence to Decision framework to formulate clinical recommendations, minimizing bias and increasing transparency of the clinical practice guideline development process. We used the Reporting Items for practice Guidelines in HealThcare (RIGHT) statement and The Appraisal of Guidelines for Research and Evaluation II (AGREE II) as reporting and conduct guides to ensure the guideline's completeness and transparency. Results: Though decreasing in developed countries, the prevalence of H. pylori remains high in developing countries, causing a major public health burden. This clinical practice guideline contains 12 recommendations concerning pharmacological treatment for H. pylori eradication. Among them, it is worth highlighting that bismuth preparations are inexpensive, safe, and effective, consequently making bismuth quadruple therapy a preferred choice for initial and rescue treatment. In empirical treatment, high-dose dual therapy is equally effective compared with bismuth quadruple therapy. Conclusions: The 12 recommendations in this clinical practice guideline are formed with consideration for stakeholders’ values and preferences, resource use, feasibility, and acceptability. Recommendations are generalizable to resource limited settings with similar antibiotic resistance pattern as China, and lower middle-income countries facing comparable sociological and technical challenges. Registration: Guidelines International Network (GIN) website, https://guidelines.ebmportal.com/node/69996.","https://doi.org/10.1097/cm9.0000000000002546"
"3c68a124a1a070728c6924375f58a26652b94269","Immune Checkpoint Blockade Therapy in Patients With Colorectal Cancer Harboring Microsatellite Instability/Mismatch Repair Deficiency in 2022.","2022","Immune checkpoint inhibitors (ICIs) are shown to be effective among patients with metastatic colorectal cancer (mCRC) harboring high microsatellite instability (MSI-H) and/or mismatch repair deficiency (dMMR), with U.S. Food and Drug Administration approvals for all lines of therapy. In Europe, only pembrolizumab in the first line and the combination of nivolumab and ipilimumab beyond the first line are approved. Many questions remain about the clinical management of MSI-H/dMMR CRC. Biomarkers predictive of immune checkpoint inhibitor resistance among MSI-H/dMMR tumors are needed (1) to select the best treatment for patients with CRC (anti-PD-[L]1 monotherapy alone or combined with anti-CTLA-4 or chemotherapy) and (2) to develop new treatment strategies for patients whose disease progressed after immune checkpoint inhibitor monotherapy. The development of immune checkpoint inhibitors in the adjuvant and neoadjuvant settings is also of great interest for patients harboring MSI-H/dMMR, especially as a substantial proportion have Lynch syndrome or are at high risk of developing cancers in their lifetime and sporadic MSI-H/dMMR cancers occur most frequently in elderly and frail patients. Thus, CRC is not one, but two different diseases: (1) MSI-H/dMMR CRC (seen in 5% of mCRC and 15% of non-mCRC), which is genetically unstable with a high mutational load and many neoantigens, and for which immune checkpoint inhibitors radically changed clinical management, and (2) microsatellite stable CRC with chromosomal instability, for which immune checkpoint inhibitors are not proven efficient.","https://ascopubs.org/doi/pdfdirect/10.1200/EDBK_349557"
"caa57c7de9250f254d12c3232116ba99c4218f5c","AGO Recommendations for the Surgical Therapy of Breast Cancer: Update 2022","2022","Abstract The recommendations of the AGO Breast Committee on the surgical therapy of breast cancer were last updated in March 2022 (www.ago-online.de). Since surgical therapy is one of several partial steps in the treatment of breast cancer, extensive diagnostic and oncological expertise of a breast surgeon and good interdisciplinary cooperation with diagnostic radiologists is of great importance. The most important changes concern localization techniques, resection margins, axillary management in the neoadjuvant setting and the evaluation of the meshes in reconstructive surgery. Based on meta-analyses of randomized studies, the level of recommendation of an intraoperative breast ultrasound for the localization of non-palpable lesions was elevated to “++”. Thus, the technique is considered to be equivalent to wire localization, provided that it is a lesion which can be well represented by sonography, the surgeon has extensive experience in breast ultrasound and has access to a suitable ultrasound device during the operation. In invasive breast cancer, the aim is to reach negative resection margins (“no tumor on ink”), regardless of whether an extensive intraductal component is present or not. Oncoplastic operations can also replace a mastectomy in selected cases due to the large number of existing techniques, and are equivalent to segmental resection in terms of oncological safety at comparable rates of complications. Sentinel node excision is recommended for patients with cN0 status receiving neoadjuvant chemotherapy after completion of chemotherapy. Minimally invasive biopsy is recommended for initially suspect lymph nodes. After neoadjuvant chemotherapy, patients with initially 1 – 3 suspicious lymph nodes and a good response (ycN0) can receive the targeted axillary dissection and the axillary dissection as equivalent options. Zusammenfassung Die Empfehlungen der AGO Kommission Mamma zur operativen Therapie des Mammakarzinoms wurden zuletzt im März 2022 aktualisiert (www.ago-online.de). Da die operative Therapie einen von mehreren Teilschritten bei der Behandlung des Mammakarzinoms darstellt, ist eine umfangreiche diagnostische und onkologische Expertise eines Brustoperateurs und gute interdisziplinäre Zusammenarbeit mit den diagnostischen Radiologen von großer Bedeutung. Die wichtigsten Änderungen betreffen die Lokalisationstechniken, die Resektionsränder, das axilläre Management im neoadjuvanten Setting und die Bewertung der Netze in der rekonstruktiven Chirurgie. Aufgrund von Metanaanalysen randomisierter Studien wurde der Empfehlungsgrad der intraoperativen Mammasonografie zur Lokalisation nicht palpabler Befunde auf „++“ erhöht. Somit wird die Technik als gleichwertig zur Drahtlokalisation angesehen, vorausgesetzt, es handelt sich um eine sonografisch gut darstellbare Läsion, der Operateur verfügt über umfangreiche Kenntnisse in der Mammasonografie und hat Zugang zu einem geeigneten Ultraschallgerät während der Operation. Beim invasiven Mammakarzinom wird das Erreichen von negativen Resektionsrändern („no tumor on ink“) angestrebt, unabhängig davon, ob eine extensive intraduktale Komponente vorliegt oder nicht. Onkoplastische Operationen können durch die Vielzahl der existierenden Techniken in ausgewählten Fällen auch eine Mastektomie ersetzen und sind im Vergleich zu einer regulären Segmentresektion hinsichtlich der onkologischen Sicherheit bei vergleichbaren Komplikationsraten gleichwertig. Patientinnen mit cN0-Status, die eine neoadjuvante Chemotherapie erhalten, wird eine Sentinel-Node-Exzision nach Abschluss der Chemotherapie empfohlen. Bei initial suspekten Lymphknoten wird die minimalinvasive Sicherung empfohlen. Nach der neoadjuvanten Chemotherapie stehen Patientinnen mit initial 1 – 3 suspekten Lymphknoten und gutem Ansprechen (ycN0) die Targeted axillary Dissection und die Axilladissektion als gleichwertige Optionen zur Verfügung.","http://www.thieme-connect.de/products/ejournals/pdf/10.1055/a-1904-6231.pdf"
"c215ceadad1bc2d00779c4d473221f6838568e80","FOXM1 Inhibition Enhances the Therapeutic Outcome of Lung Cancer Immunotherapy by Modulating PD‐L1 Expression and Cell Proliferation (Adv. Sci. 29/2022)","2022","Programmed death‐ligand 1 (PD‐L1) is a major target to cancer immunotherapy, and anti‐PD‐L1 and anti‐PD‐1 antibody‐mediated immunotherapy are being increasingly used. However, immune checkpoint inhibitors (ICIs) are ineffective in treating large tumors and cause various immune‐related adverse events in nontarget organs, including life‐threatening cardiotoxicity. Therefore, the development of new therapeutic strategies to overcome these limitations is crucial. The focus of this study is the forkhead box protein M1 (FOXM1), which is identified as a potential therapeutic target for cancer immunotherapy and is associated with the modulation of PD‐L1 expression. Selective small interfering RNA knockdown of FOXM1 or treatment with thiostrepton (TST) significantly reduces PD‐L1 expression in non‐small‐cell lung cancer (NSCLC) cells and inhibits proliferation. Chromatin immunoprecipitation‐PCR reveals that FOXM1 selectively upregulates PD‐L1 expression by binding directly to the PD‐L1 promoter. In vivo animal studies have shown that TST treatment significantly downregulates PD‐L1 expression in human NSCLC tumors, while greatly reducing tumor size without side effects on normal tissues. Combined treatment with TST and anti‐4‐1BB antibody in the LLC‐1 syngeneic tumor model induces synergistic therapeutic outcomes against immune resistant lung tumors as well as 2.72‐folds higher CD3+ T cells in tumor tissues compared to that in the anti‐4‐1BB antibody treatment group.","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202202702"
"fd4b77281b7e7f9298933199f6326f82aa1c1c2a","Current guidelines for Helicobacter pylori treatment in East Asia 2022: Differences among China, Japan, and South Korea","2022","Helicobacter pylori (H. pylori) infection is highly prevalent in East Asia. The overall seroprevalence rate of H. pylori infection is 44.2% in China, 37.6%-43.2% in Japan, and 51.0% in South Korea. H. pylori can cause peptic ulcer disease and gastric cancer. East Asian countries have high rates of gastric cancer (age-standardized incidence rate: 20-30 per 100000). The Kyoto global consensus report emphasized that H. pylori gastritis should be considered the main cause for the development of gastric cancer. H. pylori treatment guidelines in China, Japan, and South Korea have recently been revised according to data from each of those countries. However, emerging antibiotic resistance is an important barrier to H. pylori eradication. The recommended H. pylori treatment regimens differ among those three East Asian countries. In this review, recent guidelines and up-to-date research on H. pylori treatment regimens from China, Japan, and South Korea are discussed.","https://doi.org/10.12998/wjcc.v10.i19.6349"
"2d55de9aee338f8861bd790cc51260f445a4bb75","[177Lu]Lu-PSMA-617 (PluvictoTM): The First FDA-Approved Radiotherapeutical for Treatment of Prostate Cancer","2022","In March 2022, [177Lu]Lu-PSMA-617 (PluvictoTM) was approved by the FDA for the treatment of prostate cancer patients. Until now, the approval has been limited to patients with PSMA-positive metastatic castration-resistant prostate cancer who have previously received other therapy options (such as inhibition of the androgen receptor pathway and taxane-based chemotherapy). [177Lu]Lu-PSMA-617, which combines a PSMA-specific peptidomimetic with a therapeutical radionuclide, is used in a radioligand therapy that selectively delivers ionizing radiation to tumor cells, causing their death, while sparing the surrounding healthy tissue. In numerous clinical trials, the efficacy of [177Lu]Lu-PSMA-617 was demonstrated.","https://www.mdpi.com/1424-8247/15/10/1292/pdf?version=1666254198"
"62b70415c89d75887a96efcd9c3aa978c56210ed","Chinese Society of Clinical Oncology (CSCO) Breast Cancer Guidelines 2022","2022","Developing guidelines for the diagnosis and treatment of common cancers in China based on the evidence-based practice, the availability of diagnosis and treatment products, and the up-to-date advances in precision medicine is one of the basic tasks of the Chinese Society of Clinical Oncology (CSCO). In recent years, the availability of medical resources has become a major concern in clinical guidelines, which is particularly important for developing countries or socioeconomically diverse countries and territories. China is the world’s largest developing country, with a large territory and uneven economic and academic developments. The CSCO guidelines must take into account the differences in regional development, the availability of medicines and diagnostic methods, and the social value of cancer treatment. Therefore, for each clinical problem and intervention in the CSCO guidelines, the levels of evidence should be graded according to the currently available evidences and expert consensuses, and the grades of recommendations should be based on the availability and cost-effectiveness of the products. Protocols with high evidence level and good availability are used as the Level I recommendations; protocols with relatively high evidence level but slightly lower expert consensus or with poor availability are used as the Level II recommendations; and protocols that are clinically applicable but with low evidence level are regarded as the Level III recommendations. Based on the findings of clinical research at home and abroad and the opinions of CSCO experts, the CSCO guidelines determine the levels of recommendations for clinical application. The CSCO Guidance Working Group firmly believes that evidence-based, availability-concerned, and consensus-based guidelines will be more feasible for clinical practice. Again, any comments from our readers are greatly appreciated and will be considered in updates of these guidelines, so as to maintain the accuracy, fairness, and timeliness of the CSCO guidelines.","https://tbcr.amegroups.com/article/viewFile/63879/pdf"
"4457fb75027ac191cf431942754bc9546a9ea792","AIRO Breast Cancer Group Best Clinical Practice 2022 Update","2022","Introduction: Breast cancer is the most common tumor in women and represents the leading cause of cancer death. Radiation therapy plays a key-role in the treatment of all breast cancer stages. Therefore, the adoption of evidence-based treatments is warranted, to ensure equity of access and standardization of care in clinical practice. Method: This national document on the highest evidence-based available data was developed and endorsed by the Italian Association of Radiation and Clinical Oncology (AIRO) Breast Cancer Group. We analyzed literature data regarding breast radiation therapy, using the SIGN (Scottish Intercollegiate Guidelines Network) methodology (www.sign.ac.uk). Updated findings from the literature were examined, including the highest levels of evidence (meta-analyses, randomized trials, and international guidelines) with a significant impact on clinical practice. The document deals with the role of radiation therapy in the treatment of primary breast cancer, local relapse, and metastatic disease, with focus on diagnosis, staging, local and systemic therapies, and follow up. Information is given on indications, techniques, total doses, and fractionations. Results: An extensive literature review from 2013 to 2021 was performed. The work was organized according to a general index of different topics and most chapters included individual questions and, when possible, synoptic and summary tables. Indications for radiation therapy in breast cancer were examined and integrated with other oncological treatments. A total of 50 questions were analyzed and answered. Four large areas of interest were investigated: (1) general strategy (multidisciplinary approach, contraindications, preliminary assessments, staging and management of patients with electronic devices); (2) systemic therapy (primary, adjuvant, in metastatic setting); (3) clinical aspects (invasive, non-invasive and micro-invasive carcinoma; particular situations such as young and elderly patients, breast cancer in males and cancer during pregnancy; follow up with possible acute and late toxicities; loco-regional relapse and metastatic disease); (4) technical aspects (radiation after conservative surgery or mastectomy, indications for boost, lymph node radiotherapy and partial breast irradiation). Appendixes about tumor bed boost and breast and lymph nodes contouring were implemented, including a dedicated web application. The scientific work was reviewed and validated by an expert group of breast cancer key-opinion leaders. Conclusions: Optimal breast cancer management requires a multidisciplinary approach sharing therapeutic strategies with the other involved specialists and the patient, within a coordinated and dedicated clinical path. In recent years, the high-level quality radiation therapy has shown a significant impact on local control and survival of breast cancer patients. Therefore, it is necessary to offer and guarantee accurate treatments according to the best standards of evidence-based medicine.","https://journals.sagepub.com/doi/pdf/10.1177/03008916221088885"
